"name","geo","cname","region","EQIregionN2","eqi21_n2","eqi21_n2_lowME","eqi21_n2_highME","qualityp21_n2","impartialityp21_n2","corruptionp21_n2","accesInternetMenage","chomage_jeunes","coutTravail","crime_cambriolage","crime_homicide_intentionnel","crime_vol_qualifie","crime_vol_vehicule","dureeMoySejHopitaux","jeuneSansEmploiFormation","mort_infantile","NbLitHopitaux","nbPop_1erJanv","pauvreteExclusion","persSantePour1000Habs","pib_par_reg","pop_densite","popNivParEtude20_24","popNivParEtude25_64","tauxChomage","tauxmort_infantile","tauxRisquePauvrete","pib_hab","log_pib_hab","lit_hop_par_hab","cluster"
"Rhône-Alpes","FRK2","France","Europe de l'Ouest",1820,0.423,0.169645,0.676355,0.562,0.417,0.243,88.73,12.1,NA,NA,NA,NA,NA,8.9,10.5,248,NA,6740730,NA,346.85,231701.23,150.9,9.4,14.5,7.2,2.9,NA,15354.6209410205,9.63917174621531,NA,"1"
"Saarland","DEC0","Germany","Europe de l'Ouest",112,0.934,0.75439,1.11361,0.766,0.99,0.944,NA,NA,NA,NA,NA,NA,NA,8.5,11.4,28,NA,983991,NA,NA,33948.75,385.5,28.2,17,3,NA,NA,880.642023346304,6.78065121344842,NA,"2"
"Sachsen-Anhalt","DEE0","Germany","Europe de l'Ouest",114,0.744,0.484113,1.003887,0.308,0.742,1.1,NA,9.9,NA,NA,NA,NA,NA,8.4,12.5,63,NA,2180684,NA,NA,63539.31,108.7,29.6,8.4,4.4,NA,NA,5845.38270469181,8.6734073473302,NA,"4"
"Salzburg","AT32","Austria","Europe de l'Ouest",407,0.898,0.750536,1.045464,0.838,1.255,0.502,88.07,7.2,NA,438,4,120,158,NA,5.5,15,NA,560710,NA,590.96,27945.38,78.9,10.3,12,4.6,2.1,NA,3541.87325728771,8.17241103489276,NA,"2"
"Sardegna","ITG2","Italy","Europe du Sud",321,-1.384,-1.587614,-1.180386,-1.307,-1.708,-0.984,79.64,30,NA,2505,16,492,2894,7.8,29.1,23,NA,1590044,33.8,471.95,32381.99,68.3,17.8,45.8,13.5,1.2,27.8,4741.14055636896,8.46403300945041,NA,"4"
"Schleswig-Holstein","DEF0","Germany","Europe de l'Ouest",115,1.162,0.983011,1.340989,0.945,1.247,1.164,NA,4.9,NA,NA,NA,NA,NA,10.1,9,77,NA,2910875,NA,NA,98358.37,188.2,26.7,13,3.4,NA,NA,5226.26833156217,8.56145279025844,NA,"4"
"Schwaben","DE27","Germany","Europe de l'Ouest",137,1.108,0.952447,1.263553,1.155,1.024,1.021,NA,NA,NA,NA,NA,NA,NA,NA,6.5,49,NA,1905841,NA,NA,74762.97,191.5,20.6,13.6,2.9,NA,NA,3904.07154046997,8.26977527228055,NA,"4"
"Severen tsentralen","BG32","Bulgaria","Europe de l'Est",1702,-1.363,-1.693575,-1.032425,-1.468,-1.509,-0.963,67.77,14.3,NA,1838,16,212,33,5.9,21.1,47,NA,764897,34.6,328.92,4588.21,53.1,12.2,15.6,6.7,6.1,20.8,864.069679849341,6.76165341352596,NA,"2"
"Severoiztochen","BG33","Bulgaria","Europe de l'Est",1703,-1.728,-1.9864,-1.4696,-1.335,-1.98,-1.677,68.69,10,NA,1947,18,419,111,5.7,19.2,52,NA,922230,31.6,396.49,6190.8,63.7,16.9,21.7,6.1,4.7,19.1,971.868131868132,6.87922012845453,NA,"2"
"Severovýchod","CZ05","Czech Republic","Europe de l'Est",1905,-0.233,-0.447679,-0.018321,-0.217,0.099,-0.555,80.01,4.6,NA,905,13,363,1440,10.3,9.8,39,NA,1516135,12.3,351.58,25458.25,123.7,9.4,5.4,2.4,2.8,9.2,2058.06386418755,7.62952094807361,NA,"4"
"Severozápad","CZ04","Czech Republic","Europe de l'Est",1904,-0.747,-0.941005,-0.552995,-0.736,-0.536,-0.886,78.4,7.4,NA,1175,15,630,1594,9.9,16.3,51,NA,1110315,17.8,324.93,15196.96,131.7,19.5,12,4.3,2.9,10.8,1153.90736522399,7.05090917107651,NA,"2"
"Severozapaden","BG31","Bulgaria","Europe de l'Est",1701,-1.724,-2.056734,-1.391266,-1.87,-2.044,-1.066,57.77,16.9,NA,2453,28,360,103,5.7,30.2,52,NA,720172,42.7,448.39,4194.09,39,22.5,20.5,11.1,5.9,31.3,1075.40769230769,6.98045511732349,NA,"2"
"Sicilia","ITG1","Italy","Europe du Sud",320,-1.51,-1.720734,-1.299266,-1.239,-1.661,-1.462,75.19,40.1,NA,11321,65,5100,25557,8.2,37.6,171,NA,4833705,44.7,432.04,83334.86,192.1,26.4,47.6,18.7,3.1,38.1,4338.09786569495,8.375191251228,NA,"3"
"Sjælland","DK02","Denmark","Europe du Nord",902,1.094,0.841033,1.346967,0.64,1.037,1.483,96.09,10.3,NA,7741,18,1127,3280,NA,11.9,31,2254,838840,12.7,NA,31534.51,118.3,34.2,22.2,5,4.9,10.6,2665.63905325444,7.88819910269595,19.0532544378698,"2"
"Slaskie","PL22","Poland","Europe de l'Est",602,-0.68,-0.930391,-0.429609,-0.702,-0.874,-0.389,NA,7.2,NA,6949,63,3818,2569,NA,9.4,189,NA,4450220,12.2,NA,60970.82,368.8,7.6,4.8,2.9,3.6,11.2,1653.22180043384,7.41048126936036,NA,"3"
"Småland med öarna","SE21","Sweden","Europe du Nord",703,1.532,1.273295,1.790705,1.522,1.485,1.418,91.29,17.6,NA,1369,12,299,2250,NA,6.3,27,NA,873407,17.3,NA,33344.53,26.2,22.3,14.4,7.5,3,15.9,12726.9198473282,9.45147470212734,NA,"2"
"Sostines regionas","LT01","Lithuania","Europe du Nord",2501,-0.093,-0.444333,0.258333,-0.06,0.063,-0.273,NA,7,NA,NA,NA,NA,NA,NA,5.8,36,NA,829983,19.9,568.79,21138.71,86.6,3.1,2.4,4.8,2.6,13,2440.95958429561,7.80014651322828,NA,"2"
"Southern","IE05","Ireland","Europe du Nord",1002,0.753,0.487612,1.018388,0.678,0.629,0.87,NA,11.2,NA,NA,NA,NA,NA,NA,13.5,63,NA,1654261,21.9,NA,160267.12,55.6,NA,13.7,6.5,2.9,15.4,28825.0215827338,10.2689990938875,NA,"4"
"Steiermark","AT22","Austria","Europe de l'Ouest",405,0.934,0.839741,1.028259,0.657,1.501,0.54,90.33,5.7,NA,1163,3,261,271,NA,7.2,28,NA,1247077,NA,521.82,48593.4,76.6,12.3,13.1,4.3,2.2,NA,6343.78590078329,8.75523101444496,NA,"2"
"Sterea Ellada","EL64","Greece","Europe du Sud",2112,-1.476,-1.832244,-1.119756,-1.293,-1.519,-1.453,NA,38.9,NA,NA,NA,NA,NA,NA,27.3,17,NA,553235,28.8,309.35,8378.13,36.1,16,29,17.2,2.4,24.2,2320.81163434903,7.7496722458716,NA,"2"
"Stockholm","SE11","Sweden","Europe du Nord",701,1.34,1.082032,1.597968,1.335,1.239,1.296,97.05,15.6,NA,6127,24,3036,9696,NA,5.9,61,NA,2391990,13,NA,153557.61,361.8,14.3,10.1,8.2,2.3,12.2,4244.26782752902,8.35332460507752,NA,"4"
"Stredné Slovensko","SK03","Slovakia","Europe de l'Est",1503,-0.695,-0.931977,-0.458023,-0.589,-0.67,-0.749,81.23,14,NA,444,16,286,494,NA,16,43,NA,1334238,19.1,340.67,17915.57,82.7,12.2,6.5,7.5,4,NA,2166.33252720677,7.68079093711051,NA,"2"
"Strední Cechy","CZ02","Czech Republic","Europe de l'Est",1902,-0.416,-0.652595,-0.179405,-0.522,0.049,-0.729,86.68,5.8,NA,1570,9,366,2009,11.3,8.7,35,NA,1397997,8.9,268.93,25048.51,128.5,9.8,4.9,2.5,1.5,5.5,1949.30038910506,7.57522581236479,NA,"2"
"Strední Morava","CZ07","Czech Republic","Europe de l'Est",1907,-0.461,-0.67819,-0.24381,-0.26,-0.288,-0.784,81.56,4.4,NA,593,13,329,730,10.1,11,35,NA,1210641,15,387.46,19960.72,133.2,11.9,5.2,2.2,1.9,10,1498.55255255255,7.31225495624692,NA,"2"
"Stuttgart","DE11","Germany","Europe de l'Ouest",121,0.879,0.69068,1.06732,1.082,0.546,0.912,NA,4.5,NA,NA,NA,NA,NA,NA,7.2,131,NA,4151094,NA,NA,215437.09,393.3,24.1,17.2,3.1,NA,NA,5477.6783625731,8.60843663370954,NA,"3"
"Sud-Est","RO22","Romania","Europe de l'Est",204,-1.762,-2.105236,-1.418764,-2.472,-1.011,-1.608,72.06,14,NA,1522,65,365,234,8.3,23.7,199,NA,2351636,43.2,228.01,21525.14,70.9,24.5,26.4,6,5.9,30.5,3035.98589562764,8.01829149279578,NA,"4"
"Sud-Vest Oltenia","RO41","Romania","Europe de l'Est",207,-1.582,-1.892279,-1.271721,-2.259,-0.914,-1.397,76.59,21.6,NA,1721,45,133,219,7.7,20.7,127,NA,1892078,38.7,314.96,16921.75,66.9,11.9,18.4,9.2,7,30.5,2529.40956651719,7.83574118156776,NA,"4"
"Sud - Muntenia","RO31","Romania","Europe de l'Est",205,-1.543,-1.824004,-1.261996,-2.05,-1.093,-1.316,71.35,16.5,NA,1689,50,279,154,8.5,21.6,194,NA,2868994,32.6,158.27,24954.87,86.1,17.1,21.4,7.7,5.2,23,2898.35888501742,7.97189995407362,NA,"4"
"Swietokrzyskie","PL72","Poland","Europe de l'Est",612,-0.916,-1.160143,-0.671857,-0.939,-1.116,-0.593,NA,NA,NA,NA,NA,NA,NA,NA,16.5,39,NA,1209147,17.8,NA,12083.24,105.1,NA,6.4,4.4,4.2,13.4,1149.68981921979,7.04724746255809,NA,"2"
"Syddanmark","DK03","Denmark","Europe du Nord",903,1.41,1.259147,1.560853,1.432,1.204,1.437,97.34,8.4,NA,9636,9,1544,4712,NA,11,38,2912,1223634,16.5,NA,58012.11,102,27,20.7,4.4,3.2,12.1,5687.46176470588,8.64601934054753,28.5490196078431,"2"
"Sydsverige","SE22","Sweden","Europe du Nord",704,1.248,1.014859,1.481141,1.278,1.208,1.12,94.34,19.5,NA,4330,10,2013,4672,NA,7.7,47,NA,1548392,20.6,NA,61751.68,110.1,15.5,14.7,11.2,2.6,18.3,5608.69028156222,8.63207250986328,NA,"4"
"Thessalia","EL61","Greece","Europe du Sud",2109,-1.172,-1.429879,-0.914121,-0.452,-1.594,-1.34,NA,36.7,NA,NA,NA,NA,NA,NA,24.8,19,NA,709808,27.4,525.93,8707.54,51.4,NA,21.9,16.7,2.9,19.7,1694.07392996109,7.43489151650356,NA,"2"
"Thüringen","DEG0","Germany","Europe de l'Ouest",116,0.972,0.807874,1.136126,0.686,1.024,1.098,NA,NA,NA,NA,NA,NA,NA,9.3,8.4,50,NA,2120237,NA,NA,62220.29,132.4,25.4,7.3,3.3,NA,NA,4699.41767371601,8.45519388081265,NA,"4"
"Tirol","AT33","Austria","Europe de l'Ouest",408,0.865,0.686017,1.043983,0.94,0.939,0.621,89.32,7.5,NA,361,3,108,138,NA,6.9,17,NA,760105,NA,569.4,33454.64,60.4,12,14.3,4.8,3.2,NA,5538.84768211921,8.61954175848894,NA,"2"
"Toscana","ITI1","Italy","Europe du Sud",310,-0.475,-0.770783,-0.179217,-0.053,-0.731,-0.588,82.54,17.5,NA,NA,NA,NA,NA,7.1,16.7,63,NA,3692865,17.2,439.42,111307.47,162.7,16,34.7,7.5,1.6,12.4,6841.27043638599,8.83072872968348,NA,"3"
"Trento","ITH2","Italy","Europe du Sud",306,-0.114,-0.340663,0.112663,0.577,-0.445,-0.461,83.08,11.7,NA,NA,NA,NA,NA,9.4,16.3,12,NA,542166,13,322.87,20041.93,88.2,11.9,29.6,4.8,1.5,12,2272.32766439909,7.72855998792807,NA,"2"
"Trier","DEB2","Germany","Europe de l'Ouest",172,1.282,1.057745,1.506255,0.987,1.207,1.51,NA,NA,NA,NA,NA,NA,NA,NA,5.6,17,NA,534438,NA,NA,16303.54,108.5,NA,16.7,NA,NA,NA,1502.63041474654,7.31497246114279,NA,NA
"Tübingen","DE14","Germany","Europe de l'Ouest",124,0.602,0.405305,0.798695,0.652,0.336,0.752,NA,NA,NA,NA,NA,NA,NA,NA,6,53,NA,1867424,NA,NA,80707.85,214.2,27.1,17.3,2.9,NA,NA,3767.87348272642,8.23426605836142,NA,"4"
"Umbria","ITI2","Italy","Europe du Sud",311,-0.872,-1.351206,-0.392794,-0.436,-1.267,-0.817,80.05,17.8,NA,NA,NA,NA,NA,7.8,19.5,17,NA,865452,13.9,442.21,21447.64,105.5,14.4,28.7,6.6,3.2,12.1,2032.95165876777,7.61724403507106,NA,"2"
"Unterfranken","DE26","Germany","Europe de l'Ouest",136,1.083,0.927645,1.238355,1.153,0.866,1.11,NA,NA,NA,NA,NA,NA,NA,NA,6.2,35,NA,1317507,NA,NA,53066.63,155.1,17.3,12.8,2.3,NA,NA,3421.44616376531,8.13781859558085,NA,"2"
"Utrecht","NL31","Netherlands","Europe de l'Ouest",1307,1.033,0.74393,1.32207,1.043,1.131,0.811,98.01,7.1,NA,9204,NA,660,1165,4.6,5.4,55,NA,1361153,14,613.54,76838.07,934.6,9.1,15.6,4,3.8,12.7,822.149261716242,6.71192196216828,NA,"2"
"Valle d’Aosta","ITC2","Italy","Europe du Sud",302,-0.649,-0.868473,-0.429527,-0.073,-0.902,-0.9,76.16,NA,NA,322,0,18,55,8.9,15.7,3,NA,124089,10,365.5,4518.57,38.6,NA,38,7.3,0,8,1170.61398963731,7.06528366761204,NA,"2"
"Västsverige","SE23","Sweden","Europe du Nord",705,1.318,1.063033,1.572967,1.188,1.221,1.398,95.72,16,NA,3909,23,2056,8097,NA,6.3,54,NA,2071191,17.7,NA,90347.78,70.1,18.1,12.2,8.4,1.8,15.4,12888.4136947218,9.46408402355966,NA,"4"
"Veneto","ITH3","Italy","Europe du Sud",307,-0.267,-0.606896,0.072896,0.33,-0.758,-0.345,82.08,11.6,NA,NA,NA,NA,NA,8.6,15.2,89,NA,4869830,14.1,345.25,151909.84,282,13.4,34.5,5.3,1.9,13.7,5386.87375886525,8.59172048800187,NA,"3"
"Vest","RO42","Romania","Europe de l'Est",208,-1.317,-1.599917,-1.034083,-1.852,-0.942,-1.011,85.56,12.3,NA,1611,27,224,355,8.5,18.6,121,NA,1758582,25,446.18,20716.68,55.7,12.7,13.7,3.5,4.8,20.7,3719.33213644524,8.22129939793553,NA,"4"
"Vidurio ir vakaru Lietuvos regionas","LT02","Lithuania","Europe du Nord",2502,-0.344,-0.750751,0.062751,-0.162,-0.236,-0.595,NA,11.3,NA,NA,NA,NA,NA,NA,12,78,NA,1965697,26.8,398.36,28368.51,37.2,10,6.3,8.2,2.9,22.8,7625.9435483871,8.93931133787072,NA,"4"
"Vlaams-Brabant","BE24","Belgium","Europe de l'Ouest",1114,0.557,0.252454,0.861546,0.471,0.297,0.841,88.51,11,NA,6084,10,997,1214,5.8,7.6,38,4599,1163186,NA,413.41,49710.45,544.7,5.7,12.5,4,3.4,NA,912.620708646962,6.81632036015669,8.44317973196255,"2"
"Vorarlberg","AT34","Austria","Europe de l'Ouest",409,0.95,0.708714,1.191286,1.094,0.989,0.661,87.1,7.2,NA,191,0,70,70,NA,7.8,12,NA,399237,NA,437.88,18205.52,156.3,15.5,17.3,4.1,2.4,NA,1164.78055022393,7.06028797934965,NA,"2"
"Voreio Aigaio","EL41","Greece","Europe du Sud",2102,-1.257,-1.67422,-0.83978,-0.45,-1.386,-1.797,NA,24.4,NA,NA,NA,NA,NA,NA,27.2,6,NA,229155,33.1,314.58,2327.44,59.3,NA,24.1,13.9,4.8,22.7,392.485666104553,5.97250001707677,NA,"2"
"Východné Slovensko","SK04","Slovakia","Europe de l'Est",1504,-0.985,-1.177083,-0.792917,-0.625,-1.07,-1.151,83.25,19.8,NA,472,19,297,332,NA,21.6,163,NA,1629120,20.1,348.04,19613.67,103.9,16.4,10.2,10.9,8.7,NA,1887.74494706448,7.54313824598255,NA,"4"
"Vzhodna Slovenija","SI03","Slovenia","Europe du Sud",2601,-0.354,-0.61962,-0.08838,-0.168,-0.452,-0.401,79.67,10,NA,NA,NA,NA,NA,6.7,10,19,NA,1105046,17.2,282.63,20388.61,89,4.6,10.2,5,2.2,13.1,2290.85505617978,7.73668041383478,NA,"2"
"Warminsko-Mazurskie","PL62","Poland","Europe de l'Est",609,-0.942,-1.191169,-0.692831,-1.055,-1.038,-0.629,NA,NA,NA,1270,22,472,367,NA,20,60,NA,1392092,24.4,NA,13608.96,61.1,NA,13.9,3.5,3.7,19.4,2227.32569558101,7.7085569051411,NA,"2"
"Warszawski stoleczny","PL91","Poland","Europe de l'Est",616,-1.379,-1.792413,-0.965587,-1.711,-1.489,-0.782,NA,NA,NA,NA,NA,NA,NA,NA,5.8,117,NA,3095025,13.2,NA,92908.56,510.2,8.9,3.6,2.1,2.8,8.8,1821.02234417875,7.50715334993171,NA,"4"
"Weser-Ems","DE94","Germany","Europe de l'Ouest",154,1.038,0.87379,1.20221,0.913,0.927,1.159,NA,4.7,NA,NA,NA,NA,NA,NA,8,91,NA,2542666,NA,NA,90853.01,169.8,26.9,19.8,3.4,NA,NA,5350.58951707892,8.58496202392778,NA,"4"
"West-Vlaanderen","BE25","Belgium","Europe de l'Ouest",1115,0.745,0.353999,1.136001,0.736,0.555,0.86,87.8,7.8,NA,3376,12,891,1397,6.4,7.7,41,7852,1205101,NA,266.06,45611.05,380.8,7.3,18.7,3.6,3,NA,1197.76917016807,7.08821608078486,20.6197478991597,"2"
"Wielkopolskie","PL41","Poland","Europe de l'Est",603,-0.707,-0.952718,-0.461282,-0.566,-1.008,-0.468,NA,4,NA,2022,26,912,2055,NA,10,159,NA,3477550,18,NA,52161.2,117.9,6.8,5.3,2.2,3.3,16.2,4424.18999151823,8.39484248792159,NA,"3"
"Wien","AT13","Austria","Europe de l'Ouest",403,0.572,0.38458,0.75942,0.349,0.858,0.444,89.36,15.5,NA,9319,17,3123,2937,NA,11.8,85,NA,1920949,NA,696.84,96593.73,4808.9,17.3,16.6,12.1,4.7,NA,200.864501237289,5.3026305575383,NA,"4"
"Yugoiztochen","BG34","Bulgaria","Europe de l'Est",1704,-1.527,-1.848085,-1.205915,-1.146,-1.724,-1.543,62.12,12.7,NA,2516,31,546,98,5.7,24.8,94,NA,1020187,38.2,344.69,6364,52.5,25.8,21.8,5.6,7.7,27,1212.19047619048,7.10018431285414,NA,"2"
"Yugozapaden","BG41","Bulgaria","Europe de l'Est",1705,-1.945,-2.316136,-1.573864,-1.793,-1.662,-2.165,70.51,7.6,NA,12411,35,1680,82,4.9,10.6,76,NA,2085071,20.9,468.42,31008.5,103.7,7.2,7.9,3.5,2.9,14.5,2990.21215043394,8.00309961719005,NA,"4"
"Yuzhen tsentralen","BG42","Bulgaria","Europe de l'Est",1706,-1.305,-1.635115,-0.974885,-1.325,-1.374,-1.071,70.42,8.9,NA,2795,19,502,59,4.9,21.7,96,NA,1403991,37.5,405.86,8985.36,63.7,12.9,21.1,4,6,28,1410.57456828885,7.2517523956089,NA,"2"
"Zachodniopomorskie","PL42","Poland","Europe de l'Est",604,-1.025,-1.298039,-0.751961,-1.258,-1.11,-0.593,NA,NA,NA,2337,36,775,518,NA,15.4,68,NA,1664056,14.1,NA,19321.63,76.6,14.8,8.4,3.5,3.8,12,2522.40600522193,7.83296848898521,NA,"4"
"Zahodna Slovenija","SI04","Slovenia","Europe du Sud",2602,0.171,-0.11612,0.45812,-0.028,0.518,0.004,84.28,9.3,NA,NA,NA,NA,NA,6.9,8.6,20,NA,1003931,12.5,385.1,26529.43,126.9,6.9,7,4.5,2.2,10.3,2090.57762017336,7.64519568006349,NA,"2"
"Západné Slovensko","SK02","Slovakia","Europe de l'Est",1502,-0.736,-0.941888,-0.530112,-0.439,-0.834,-0.853,78.52,7.8,NA,639,39,331,1214,NA,12,62,NA,1819399,10.2,284.96,28360.28,123,NA,5.2,4.7,2.7,NA,2305.71382113821,7.7431455912796,NA,"4"
"Zeeland","NL34","Netherlands","Europe de l'Ouest",1310,1.122,0.824985,1.419015,0.956,1.313,0.972,97.33,5,NA,1484,NA,91,145,3.9,4.3,8,NA,385400,14.5,165.59,13994.61,212.6,15.6,21.3,3.6,3.5,14.4,658.260112888053,6.48960016155207,NA,"2"
"Zuid-Holland","NL33","Netherlands","Europe de l'Ouest",1309,1.137,0.908116,1.365884,1.136,0.954,1.195,98.69,9,NA,23608,NA,3574,4055,4.4,6.9,114,NA,3726050,18.1,377.93,168985.68,1292.2,13.9,20.4,5.1,3.5,15.4,1307.73626373626,7.17605287845728,NA,"3"
